year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,19436,007 북경특급 2,코미디, 액션,주성치, 곡덕소,주성치,옛날 중국에선 황제의 보위를 위해 비밀 훈련을 받은 네 인물을 뽑아 보룡일족이라고 불렀다. 보룡일족 네 사람인 공, 희, 발, 제 네사람 중 공, 희, 제는 무술에 관한한 나라안의 최고 귀재였지만 발만은 무술에는 문외한이다. 원래 지방의 의사였던 발은 머리를 짜내 황제에게 바칠 발명품들을 만들어냈다. 암행어사 마패모양의 자석 방어기구와 황제를 위한 초대형 선풍기가 그것. 그러나 황상은 그를 중히 여기지 않고, 다만 발에게 신분을 숨기고 민심을 살피는 임무를 주는데……,,,,,,,,,,,,,,,,,,,,,,,,
2014,122021,로사,드라마,맹관표,루츠메토파 다야나, 니콜라스 손쿠, 조하석,꿈 많은 18살 우즈베키스탄 소녀 로사는 장학금을 받아 볼쇼이 발레학교에 입학하길 희망했지만, 소비에트 연방의 와해로 인해 그 꿈이 무산되었다.  그녀는 한국 인력알선업체의 “한국에서 춤만 추면 돈도 벌고 성공할 수 있다.”라는 말에 학비를 벌고자 서울의 한 나이트클럽 무용수로 취직을 한다.  하지만 그녀를 취직시켜준 알선업체는 7개월 동안 약속했던 임금을 지불하지 않고, 그녀는 체류로 인해 빚이 점점 늘어만 간다. 그녀는 그렇게 안산의 비좁은 빌라 안에서 다른 이주노동자 여성들과 함께 살면서 술 접대와 성매매를 하는 성매매 노예로 변해 가는데.......,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,100979,로스트 크리스마스,드라마,존 헤이,에디 이자드, 래리 밀스, 제이슨 플레밍,훔친 물건을 팔아 용돈을 버는 소년 '구스'는 여느 때처럼 '프랭크'에게 물건을 팔러 간 사이, 자신의 강아지가 사라진 것을 알게 된다. 일 년 전 세상을 떠난 부모님의 마지막 크리스마스 선물인 강아지를 찾기 위해 '프랭크'와 함께 마을을 돌아다니던 '구스'는 어딘가 이상해 보이는 남자 '안토니'를 만난다. 두 사람은 '안토니'에게 과거를 볼 수 있는 능력이 있다는 것을 알게 되고, 그의 능력을 이용해 강아지를 찾으려고 한다. 하지만 '안토니'와 다닐수록 전혀 관계없는 사람들과 만나면서 그들이 잃어버린 물건만 찾아주게 되는 엉뚱한 일들을 겪는 '구스'와 '프랭크'. 정작 자신에게 중요한 강아지는 찾지 못하고 다른 이들만 돕게 된 '구스'는 '안토니'를 통해 이 모든 사건들이 자신에게 가장 소중한 것을 찾기 위한 과정이라는 것을 깨닫게 되는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,126385,로스트리전: 로마군단의 반란,액션,다비드 코카, 페트르 큐빅,톰 맥케이, 미쉘 룩스, 브라이언 카스피,황제인 네피스의 존재가 무시될 만큼 로마 제국이 점차 망해갈 무렵, 권력을 잡기 위한 여러 부족 간의 다툼이 치열하다. 한편, 북로마에 있는 사령관 막시무스는 로마의 영광을 되찾기 위해 분투하지만, 이미 전사한 리키메르의 아내이자, 현재 막시무스의 부인이 된 우르비나는 자신의 아들 카시우스를 왕위에 올리기 위해 여러 사람을 이용하여 교묘한 계획을 세운다. 이런 우르비나의 계략으로 로마와 동맹을 맺었던 수에비족의 왕 타라니스 또한 죽음의 위기를 맞게 되고, 그의 아내는 모욕을 당하고 다른 부족에게 넘겨지기까지 한다..,,,,,,,,,,,,,,,,,,,,,,,,
2014,123100,로코왕국의 전설: 엘프킹을 찾아서,액션, 모험, 애니메이션,위성준,이선호, 배정미, 임주현,로코왕국의 영웅 ‘드래곤스타’의 펫 ‘아벨’이 위험에 처했다!   소원을 들어주는 엘프들의 왕 ‘엘프킹’만이 ‘아벨’을 구해줄 수 있다는 이야기를 듣고  다섯 명의 드래곤 나이트 ‘드래곤스타’, ‘파비아’, ‘타오’, ‘알도’, ‘렐프’는 그들의 펫과 함께 기나긴 여정을 떠나게 된다.     하지만!   ‘엘프킹’을 노리는 악의 무리 ‘돌머리 흑사단’은 이들의 여정을 방해하고,   가장 큰 단서를 가지고 있는 ‘엘프킹’의 아들 ‘레비’까지 납치하는데…    그들은 과연 ‘엘프킹’의 아들 ‘레비’와 ‘아벨’을 모두 구해낼 수 있을까?,,,,,,,,,,,,,,,,,,,,,,,
2014,104421,로크,드라마, 스릴러, 서스펜스,스티븐 나이트,톰 하디, 올리비아 콜맨, 앤드류 스캇,성공적인 삶을 살아가던 건설현장 감독 ‘로크’는 사회생활에서 가장 큰 프로젝트를 앞둔 전날 밤 차를 몰던 중, 그는 가족과 직장 그리고 영혼까지 통째로 흔들어버릴 한 통의 전화를 받게 된다. 혼자뿐인 차 안에서 한 통의 전화로 시작된 숨 막히는 사건과 갈등, 그 가운데 유일한 희망은 휴대전화뿐이다. 화목한 가정과 완벽한 직장을 가진 남자 ‘로크’. 하지만 하나의 사건이 그의 삶 전체를 위태롭게 바꿔버리고, 그와 주변의 삶은 한 순간에 무너지는데..,,,,,,,,,,,,,,,,,,,,,,,,,
2014,92069,론 서바이버,액션, 드라마, 스릴러, 전쟁,피터 버그,마크 월버그, 테일러 키취, 벤 포스터,2005년 06월 28일, 아프가니스탄에서 복무중인 네이비씰 대원 마커스, 마이클, 대니, 매튜는 미군을 사살한 탈레반 부사령관 ‘샤’를 체포하기 위한 ‘레드윙 작전’에 투입된다. 적진이 잘 보이는 곳에 자리를 잡고 본격적인 임무 수행을 위해 잠복해 있던 중, 산으로 올라온 양치기 소년 일행에게 정체가 발각된다. 완벽한 작전 수행을 위해 이들을 죽일 것인가, 교전 수칙에 의해 살릴 것인가! 윤리와 의무 사이, 선택의 기로에 놓인 대원들은 오랜 논쟁 끝에 이들을 살려주기로 한다.   그러나 이 선택은 그들에게 엄청난 결과를 가져오게 되는데… 이들의 작전을 알게 된 탈레반은 빠르고 집요하게 4명의 네이비씰 대원들을 추격해오고, 본부와 통신이 두절된 네이비씰 대원들은 수적 열세인 상황에서 격전을 벌이게 되는데… 이들은 모두 함께 살아서 돌아올 수 있을까?,,,,,,,,,,,,,,,,,,,
2014,107960,루시,액션,뤽 베송,스칼릿 조핸슨, 모건 프리먼, 최민식,10%, 인간의 평균 뇌사용량   24%, 신체의 완벽한 통제   40%, 모든 상황의 제어 가능  62%, 타인의 행동을 컨트롤  100%, 한계를 뛰어넘는 액션의 진화가 시작된다!    평범한 삶을 살던 여자 루시(스칼렛 요한슨)는 어느 날 지하세계에서 극악무도하기로 유명한 미스터 장(최민식)에게 납치되어, 몸 속에 강력한 합성 약물을 넣은 채 강제로 운반하게 된다. 다른 운반책들과 같이 끌려가던 루시는 갑작스런 외부의 충격으로 인해 몸 속 약물이 체내로 퍼지게 되면서, 그녀 안의 모든 감각이 깨어나기 시작하는데…,,,,,,,,,,,,,,,,,,,,,,,
2014,104015,룸13,범죄, 스릴러,데이빗 그로빅,로버트 드 니로, 존 쿠삭, 도미닉 퍼셀,유명한 킬러인 잭(존 쿠삭)은 어느 날 조직의 보스인 그래그나(로버트 드  니로)에게서 임무를 받게 된다. 그 임무는 바로 어느 가방을 찾아 시골 외곽의 모텔에 있으라는 것. 그러나 중요한 점은 절대로 가방을 열어서는 안 되고, 모텔의 다른 방이 아닌 13호실에서 기다려야만 한다는 것이다.  얼핏 간단해 보이는 임무이지만, 다소 의아한 주문이 곁들여진 이 임무를 잭은 대수롭지 않게 수행하지만, 막상 도착한 모텔에는 미스터리한 창녀와 함께 수상한 인물들이 하나 둘 모여들며 잭의 숨통을 조여오는데...,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,122579,룸메이트,,,이동욱, 신성우, 이소라,최근 1인 가구가 늘고 있는 가운데 젊은이들 사이에서 새로운 주거형태로 주목 받고 있는 ‘쉐어 하우스(Share House)’를 모티브로 한 관찰 예능 프로그램,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,115508,룸메이트,공포, 스릴러,후루사와 켄,후카다 쿄코, 키타가와 케이코, 코라 켄고,사고로 기억을 잃은 ‘하루미(기타가와 게이코)’는 병원에서 만난 친절한 간호사 ‘레이코(후카다 교코)’와 퇴원 후부터 룸메이트가 된다. 하지만 어느 날부터 둘만 머무르는 집에서 자신과 ‘레이코’ 가 아닌 낯선 목소리를 듣게 되고 연이어 일어나는 이상한 일들에 불안함을 느낀다. 결국 ‘하루미’는 ‘레이코’를 미행하게 되고 ‘레이코’를 둘러싼 충격적인 사실들과 마주치게 되는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,95848,르누아르,드라마,질 부르도스,미셀 부케, 크리스타 테렛, 빈센트 로티어스,아름답고 평화로운 프랑스 남부, 뼈가 굳어져가는 병에 걸린 인상파 화가 오귀스트 르누아르는 꿈에 그리던 여인 뮤즈 데데를 만나 다시 예술혼을 불태운다. 르누아르의 누드 모델이 된 배우 지망생 데데는 치명적인 매력으로 전쟁에서 돌아온 르누아르의 아들 장의 마음을 차지하게 된다. 하지만 둘의 사랑이 깊어질수록 오귀스트의 병은 악화되고 장의 부대 복귀 날짜는 다가오는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,133390,리골레토,공연실황,피에르 아우디,정명훈, 표트르 베찰라, 사이먼 킨리사이드,만토바 공작 궁정의 화려한 살롱, 만토바 공작은 궁정귀족의 부인이나 딸을 농락하는 것을 즐기는 호색한으로 궁정광대 리골레토에게 아름다운 딸 질다가 있다는 것을 알고 신분을 속인 채 그녀를 유혹한다. 유혹에 넘어간 질다는 만토바 공작을 사랑하게 되고 자신의 딸이 공작에게 농락당했다는 사실에 분노한 리골레토는 자객을 시켜 공작을 죽이려 한다. 그러나 공작을 진심으로 사랑하게 된 질다는 공작을 대신하여 죽게 되고, 공작이 아닌 딸의 죽음을 알게 된 리골레토는 절규한다.  만토바 공작의 아리아 ‘여자의 마음’은 따라 부르기 쉬운 멜로디로 광고음악으로 삽입될 정도로 여전히 큰 인기를 누리고 있다. 또한 리골레토가 절규하듯 부르는 ‘저주받은 가신이라는 종족’, 주인공들의 마음이 반영된 4중창 ‘사랑스런 기쁨의 딸’ 등 인간의 감정을 절묘하게 담아낸 아리아들로 감동을 선사한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,68737,리댁티드,전쟁, 액션,브라이언 드 팔마,켈 오닐, 타이 존스,일촉즉발의 이라크. 미해병대 소속의 플레이크, 러쉬, 샐리, 맥코이, 가브리엘은 다름없이 검문소를 지키고 있다. 폭탄도 총격전도 일상이 되어가는 이들에게 낮에 봤던 이라크 소녀는 새로운 화제거리다. 어느 밤, 카드놀이를 하며 맥주를 마시던 5명의 군인들은 술기운에 급기야 무기를 무장한 채 그 소녀의 집으로 향하는데...,,,,,,,,,,,,,,,,,,,,,,,,,
2014,76962,리들,스릴러, 미스터리,존 O. 하트먼, 니콜라스 므로스,엘리자베스 하노이스, 발 킬머,몸이 아픈 남동생 네이선을 살뜰히 챙기는 홀리. 평소와 같이 등하교하던 어느 날, 학교의 문제아들이 네이선을 데리고 놀다가 한눈을 판 사이에 그가 실종되고야 만다. 3년 후, 대학생이 된 홀리는 잠시 고향으로 돌아와 직판장에서 일을 돕던 중, 동생의 운동화를 신고 있는 남자를 발견한다! 홀리는 그 남자가 의문의 마을, 리들에서 왔다는 것을 알게 되고 따라가는데…    갑작스런 동생의 실종, 그리고 마을주민들이 간직했던 잔혹한 비밀!  과연 진실을 마주한 순간, 감당할 수 있겠는가?,,,,,,,,,,,,,,,,,,,,,,,
2014,133212,리듬파워 빵오리,,,,엽기발랄 빵 배달부, 케이케이와 블링키의 신나는 모험! 리듬 파워 빵오리!    지구와 비슷하게 생긴 행성, 폰게아(pondgea)에서 살고 있는 두 오리, 케이케이와 블링키. 유쾌하고 긍정적인 이 친구들의 직업은 빵배달부다.  빵을 사랑하고 빵배달부를 최고의 직업으로 여기는 케이케이와 블링키는 언제나 빵을 배달하기 위해 열심이지만, 어쩐 일인지 사건사고가 끊이지 않는다! 로켓밴을 타고 하늘을 날아다니며 오리들에게 빵을 배달하는 케이케이와 블링키가 벌이는 엉뚱하고 엽기적인 모험 이야기.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,103178,리스본행 야간열차,미스터리, 멜로/로맨스, 스릴러,빌 어거스트,제레미 아이언스, 멜라니 로랑, 잭 휴스턴,오랜 시간 고전문헌학을 강의 하며 새로울 게 없는 일상을 살아온 ‘그레고리우스’(제레미 아이언스)는 폭우가 쏟아지던 어느 날, 우연히 위험에 처한 낯선 여인을 구한다. 하지만 그녀는 비에 젖은 붉은 코트와 오래된 책 한 권, 15분 후 출발하는 리스본행 열차 티켓을 남긴 채 홀연히 사라진다. ‘그레고리우스’는 난생 처음 느껴보는 강렬한 끌림으로 의문의 여인과 책의 저자인 ‘아마데우 프라두’(잭 휴스턴)를 찾아 리스본행 야간열차에 몸을 싣게 되는데…,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,123512,리얼 한국정착기 - 이방인,,,알렉스,한국 사회 속 외국인들의 정착기를 담은 프로그램,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,95252,리얼리티 : 꿈의 미로,코미디, 드라마,마테오 가로네,아니엘로 아레나, 로레다나 시미올리, 난도 파오네,나폴리에서 생선 장수를 하는 평범한 가장 루치아노, 넘치는 끼와 재능으로 친지들에게 즐거움을 주는 그는 어느 날 가족들의 권유로 리얼리티 쇼 ‘빅 브라더’ 에 도전, 1차 면접에 합격하여 마을의 스타가 된다.   동네 스타로서의 유명세를 만끽하던 루치아노는 로마에 가서 2차 면접을 치루고 돌아오지만 아무리 기다려도 최종 합격 소식은 오지 않는다. 하지만 그토록 염원하던 텔레비전 출연을 할 수 없게 된 현실을 그는 받아들이지 못한다. 그 후 스타가 되고 싶은 강박관념에 점점 더 깊이 빠져들며 자신의 평범한 삶에서 멀어져 간다. 스타 강박증에 빠진 그에게 현실 세계는 가짜처럼 느껴지고 반대로 꿈꾸는 세계는 점점 더 진짜처럼 느껴지기 시작하는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,122419,리얼스토리 눈,,,김재원, 박연경,하루에 수도 없이 일어나는 사건, 사고와 우리 사회의 각종 현상들. 겉으로 보이는 사건 그 이면의 숨겨진 이야기를 쫓는 다양한 시선과 관점. 각종 언론매체를 장식하는 사건, 사고들. 신문기사 몇 줄의 내용으로 이런 일도 있었구나 생각하기 쉽지만 알고 보면 그 짧은 내용 이면에 수많은 관계와 진실, 이야기가 숨겨져 있다.  그리고 각자의 이해관계와 입장 속에 나름대로 그렇게 되기까지의 사연이 있고 이유가 있다.  이 프로그램에서는 시청자들이 궁금해할만한 각종 사건과 인물, 사회 현상 등을 편견 없이 다양한 관점에 따라 바라보고 기타 언론에는 미처 공개되지 않았던 이야기를 흥미진진하게 시청자에게 전달, 그 진실에 다가서고자 한다.  또한, 연속방송의 특징을 살려 사건의 이야기를 풀어나가는 시사연속극이란 신개념 스토리텔링을 통해 시청자들이 월요일부터 금요일까지 탐정시리즈물을 보듯이 한 주간 사건의 생생함을 입체적으로 느낄 수 있게 풀어나가려 한다.,,,,,,,,,,,,,,,,,,,,,,,,,
2014,103324,리오 2,애니메이션, 모험, 코미디, 가족,카를로스 살다나,제시 아이젠버그, 앤 해서웨이, 저메인 클레멘트,야생을 한 번도 겪어보지 못한 도시형 앵무새 ‘블루’는 자신과 정반대의 매력을 지닌 ‘쥬엘’을 만나 개구쟁이 세 아이를 낳고 평화로운 생활을 이어간다. 그러던 어느 날 아마존에서 자신들의 동족인 파란 마코 앵무새들이 발견됐다는 소식을 접하게 되고, 아내 ‘쥬엘’의 설득에 못 이겨 도심에서 3,200km 떨어진 아마존으로 모험을 떠난다. 야생 라이프에 완벽 적응한 ‘쥬엘’과 세 아이들과는 달리 도시생활에 길들여진 ‘블루’는 깃털 나고 처음으로 가 본 아마존 정글이 불편하기만 하다. 설상가상 ‘블루’에게 두 날개를 빼앗긴 악당 앵무새 ‘나이젤’이 복수를 위해 드림팀을 꾸려 ‘블루’의 뒤를 바짝 쫓고, 어둠의 세력까지 가세해 아마존 정글과 ‘블루’ 가족을 위협하고 나서는데….,,,,,,,,,,,,,,,,,,,,,,,,
2014,101973,리저너블 다우트,범죄, 스릴러,피터 호윗,사무엘 L. 잭슨, 도미닉 쿠퍼, 에린 카프럭,직장에서는 촉망 받는 검사로 가정에서는 사랑스런 아내와 딸을 둔 가장으로 남부러울 것 없는 인생을 살고 있는 ‘미치 브록든’(도미닉 쿠퍼). 동료들과 득녀 기념 파티를 한 후, 술에 취해 차를 몰고 귀가하던 중 차를 향해 뛰어든 남자를 치면서 그의 인생은 위태로워지기 시작한다. 자신의 가족과 지금껏 쌓아온 경력이 물거품이 될까 두려워진 그는 황급히 현장을 떠난다.     다음날, 결국 사망한 남자의 소식과 함께 엉뚱하게 그를 살해한 혐의로 체포된 ‘클린톤 데이비스’(사무엘 L. 잭슨)의 사건을 직접 맡게 된 ‘미치’. 죄책감에 시달리지만 선뜻 진실을 말하지 못한다. 이후, 또 다시 끔찍하게 고문당한 후 살해된 시체가 발견되는 사건이 발생하고, ‘미치’는 이 사건이 자신이 차로 친 남자의 죽음과도 관련이 있으며, 그 배후가 있음을 직감하는데…   그는 과연 한 순간의 선택이 불러온 절체절명의 위기에서 벗어날 수 있을까?,,,,,,,,,,,,,,,,,,,,,,,,
