year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,
2013,106048,춘화도,서사, 드라마,후지와라 켄이치,오다 마코, 호리켄, 야마구치 마리,춘화도의 인기작가 호쿠사이의 제자였던 치요와 남편 신노스케의 그림 수행을 그리고 있다. ‘춘화도’의 그림 수행으로 전국을 돌아다니던 치요와 신노스케는 어느 날 우연히 만난 기요코와 야스케 부부의 성생활이 원만하지 못하다는 것을 알게 된 후 그들의 관계를 회복시켜주기 위해 노력을 하게된다. 그러나 그들의 관계는 쉽사리 회복될 기미가 보이지 않고, 여러 묘안 중 신노스케와 기요코의 관계를 갖는 모습을 야스케에게 보여주기까지 하지만 야스케는 흥분되긴 하지만 그 이상의 진전은 되지 못한다. 다시 방안을 찾던 중 그들이 1년전쯤부터 관계를 갖지 못하게 된 이유를 찾게된다. 그 이유는 아내인 기요코가 관계 도중 남편을 물기 때문이라는 사실을 알게 된 신노스케는 야스케가 보는 앞에서 아내 기요코의 입에 재갈을 물린 채 또 다시 관계를 갖게되고, 마침내 흥분한 야스케는 치요와 관계를 맺는데 성공한다. 충족감에 잠든 다음 날 두 사람 치요와 신노스케는 두 사람의 관계를 그린 ‘춘화도’만을 남긴채 떠났다는 사실을 알게되는데...,,,,,,,,,,
2013,105005,출생의 비밀,드라마,김종혁,유준상, 성유리, 갈소원,해리성 기억장애로 사랑하는 남자와 아이에 대한 기억을 잃은 여자의 딜레마와 천재 딸을 대하는 무식한 아버지의 눈물 어린 부성애를 그린 드라마.,,,,,,,,,,,,,
2013,118753,출출한 여자,드라마,윤성호, 이병헌, 이랑,박희본, 최필립, 홍완표,Episode 1. 퇴근의 맛  - 직장 스트레스? 잘 먹자. 결국 먹는게 남는거다.  Episode 2. 금기의 맛  -  땡긴다고 덥석 물었다가 후회하더라도, 먹어봐야 진가를 확인할 수 있는 게 연애다.  Episode 3. 불행의 맛  - 많이 버릴수록 삶은 가벼워지고 자유는 커진다.  Episode 4. 의외의 맛  - 맛없어 보여도 의외로 맛있는 경우가 있다. 사람도 마찬가지다.  Episode 5. 우정의 맛  - 지금도 앞으로도 나에게 오래된 친구처럼 좋은 레시피는 없다. 영혼까지도 살찌우는 소울레시피 친구.  Episode 6. 결산의 맛  - 나를 괴롭히는, 아직 오지 않은 것들에 고민은 말자. 생의 마지막 날까지 삶은 늘 한끼의 식사일 뿐이다.,,,,,,,,,
2013,99314,춤추는 숲,다큐멘터리,강석필,이창환, 유창복, 조승연,다른 삶은 가능하다!     “안녕?”, “안녕," 맥가이버 어디가?” 익숙한 별명으로 반갑게 인사하며 동네 골목을 지나는 감독 부부는 12년 전부터 성미산마을 주민으로 살고 있다. 마을이라는 이름조차 낯설어진 도시에서 성미산마을 사람들은 '마을공동체'를 만들고 어울려 살아간다. ""어떻게 살아야 잘 사는 걸까?"" 답답한 기성의 틀에 질문을 던지고", 성공이든 실패든 자신들이 필요한 일은 용감하게 실험하면서, 좌충우돌 새로운 길을 찾아간다. 그렇게 생각을 나누고 보태면서 20여년이 흘렀고, 성미산마을은 이제 성공한 도시공동체로 주목 받고 있다.    “생명에는 주인이 없어요.  모든 생명에는 주인이 없는데, 학교를 만들려는 이 산에는 너무나 많은 생명들이 살고 있어요.”  -영화 속 13살 승혁이의 말  2010년, 이렇게 평범한 별종들이 살아가는 마을에 긴장감이 돌기 시작한다. 한 교육재단에서 성미산을 깎아 학교를 이전하겠다고 나섰고, 서울시가 이를 허가했기 때문이다. 마을 사람들에게 성미산은 삶터이자 놀이터고 배움터다. 또한, 꿈과 추억이 담긴 아이들의 고향이다. 산이 위태로워지자 사람들은 빠르게 움직인다. 해발 66미터의 아담한 동네 뒷산을 지키는 과정은 참으로 파란만장하지만, 마을 사람들은 역시 그들답게 춤추고 노래하며 남다르게 풀어낸다.  낡은 가치를 뒤집는 유쾌한 별종들!  과연 성미산 사람들은 산을 지킬 수 있을까?,,,
2013,118105,취성의 가르간티아,애니메이션,무라타 카즈야,이시카와 카이토, 카네모토 히사코, 카야노 아이,우주에서 자라고, 전쟁을 겪으면서 싸우는 법밖에 알지 못하는 소년병 레드는 공간 이동 중에 우연히 지구로 떨어지게 된다. 그곳에서 이방인이 된 레드는 통하지 않는 언어, 전혀 다른 관습을 가진 지구의 사람들과 접촉하게 되는데...,,,,,,,,,,,
2013,81546,치어리더 캠프,코미디,마크 쿠오드,샬린 틸톤, 세스 카셀, 제이 길스피,부모님의 지나친 기대감으로 인해 체조에 대한 꿈을 잃어버린 대학생 ‘마이클‘이 여름방학을 맞이해 치어리더 캠프에서 관리직원으로 일을 시작하게 된다. 섹시하기 그지없는 ‘핫’한 치어리더들이 우글대는 그곳에서 ‘마이클’은 자위가 이세상에서 가장 효과적인 다이어트라고 생각하는 자위대마왕 ‘앤디’를 만난다. 별의 별 종류의 자위도구를 자랑하는 괴짜 ‘앤디’는 ‘마이클’에게 둘 중 누가 먼저 두 명의 치어리더와 함께 쓰리썸을 즐기게 될지 내기를 건다. 한편, ‘앤디’는 장학금을 위해 치어리더 캠프에 참여하게 된 ‘소피’에게 호감을 느끼게 되는데…,,,,,,,,,,,,
2013,103271,친구2,느와르, 액션,곽경택,유오성, 주진모, 김우빈,“니 내랑 부산 접수할래?” 친구 ‘동수’(장동건)의 죽음을 지시한 혐의로 수감된 ‘준석’(유오성). 17년 만에 출소한 그는 몰라보게 달라진 세상과 어느새 조직의 실세로 성장해있는 ‘은기’의 모습에 위기감을 느낀다. ‘준석’은 아버지 ‘철주’(주진모)가 평생을 바쳐 이뤄놓은 조직을 되찾기 위해 흩어져있던 자신의 세력을 다시 모으고, 감옥에서 만나 자신을 아버지처럼 따르는 젊은 피 ‘성훈’(김우빈)을 오른팔로 두게 된다.  “담배 떨쳐가 우리 아버지 죽이라고 신호 줬다면서예?” 친아버지의 얼굴도 모른 채 불행한 어린 시절을 보냈던 ‘성훈’은 마치 아버지처럼 자신을 챙겨주는 ‘준석’에게 의지하며 그와 함께 부산을 접수하기 위해 힘쓴다. 그러던 어느 날 ‘성훈’을 찾아온 ‘은기’는 ‘동수’의 죽음에 대한 이야기를 풀어놓으며 ‘성훈’을 혼란에 빠트리는데...  두 남자의 숙명적인 만남! 친구를 잃은 그 날, 끝나지 않은 이야기가 시작된다!,,,,,,,,,,
2013,118104,카니발,판타지, 액션,스기누마 에이지,시모노 히로, 카미야 히로시, 미야노 마모루,자신의 이름과 카로쿠밖에 알지 못하는 기묘한 소년 나이는 카로쿠가 남기고 간 팔찌를 단서로 오랫동안 보지 못한 카로쿠를 찾아 나서게 된다. 그리고 그 여정에서 가레키를 만나 도움을 받으며 카로쿠의 팔찌가 국가방위기관 ‘서커스’와 관련이 있다는 사실을 알게 되는데...,,,,,,,,,,,,
2013,71624,카라스:레블레이션,애니메이션, 액션, 판타지,사토 케이이치,와다 소코, 사쿠라이 타카히로,,,,,,,,,,,,,
2013,42908,카라스:프로퍼시,애니메이션, 액션, 모험,사토 케이이치,스즈키 카스미, 와다 소코,고대로부터, 대지는 항상 자신을 스스로 지키는 힘을 가지고 있었다. 유린은 이 땅의 영주로서 악마와 맞서 싸울 닌자를 무장시킨다. 오토하는 이전 카라스가 권력싸움에 굴복하게 되어 새로운 카라스로 선출된다. 그가 진정 이 땅- 도쿄 -을 지킬 카라스가 되는 방법을 찾을 수 있을까?,,,,,,,,,,,
2013,71437,카르고,SF, 미스터리, 스릴러,이반 엔글러, 랠프 에터,안나 카타리나 쉬바브로, 마틴 라폴드, 피에르 세믈러,지구 종말 이후, 인류의 마지막 희망은 새로운 행성 ‘레아’로 떠나는 것.  레아로 갈 차비를 마련하기 위해 의사 ‘라우라’는 우주선 카산드라호에 지원한다.  함께 탑승한 선원들은 모두 동면 상태에 들어가고,  라우라만이 우주선을 지키며 깨어 있길 4개월 째.  어느 날, 화물칸 근처에서 괴상한 소리와 함께 누군가의 침입 흔적이 발견된다.  두려움에 라우라는 다급히 함장 라크르와를 깨우고 화물칸 곳곳을 탐색한다.  아무도 없다고 안심하려던 찰나, 함장이 갑자기 추락하여 목숨을 잃는 사고가 발생하고,   라우라와 선원들은 큰 충격과 공포에 휩싸이게 되는데…!  탈출구도, 도망칠 곳도 없다!  남은 방법은 단 하나, 놈과의 정면 승부 뿐…!,,,
2013,80057,카르페 디엠,드라마, 멜로/로맨스,레이노앗 오얼레만스,캐리스 밴 허슨, 바리 아츠마, 안나 드리베르,인생을 즐기고, 인생 또한 그의 편인 스테인. 그는 자신만의 사업을 꾸리면서 귀여운 딸, 그리고 세상에서 가장 정열적인 아내 카르멘과 살고 있다. 가끔씩 아내 몰래 다른 여자와 만나 에너지를 충전하면서… 그러던 어느 날 카르멘이 유방암 판정을 받고 그들의 인생은 롤러코스터처럼 요동친다. 어떠한 일이 있어도 그는 카르멘 곁에 있을 것이다. 그러나 점점 힘겨워진 그의 삶에서 오아시스 같은 여자 로즈를 만나게 되는데….,,,,,,,,,,
2013,102001,카마수트라 나잇,드라마,에릭 매닝,자인 자말, 타니트 피닉스,미국에서 태어난 인도 여인 마야와 그녀의 절친인 미국여인 알렉스는 마야의 부모님 고향인 인도의 벽지인 우티로 여행을 온다. 마야는 부모님이 미국에서 절대로 고향에 안가는 것을 이상하게 여기고 고향집 ‘마니카 페리야 비두’ 저택을 찾아간다. 그들을 반겨준 마야 숙모는 이 둘을 환대하며, 둘은 이 아름다운 저택에서 머물게 된다. 마야는 저택 너머의 깊은 숲 속의 동굴에서 만난, 마법의 약을 실험한다는 미트라란 남자에게 반해 카마수트라 사랑에 빠지고, 알렉스는 화가 밀린드의 모델을 하면서 밀린드와 사랑에 빠진다. 어느 날 알렉스가 마야 숙모의 사진을 찍었는데 배경인 저택은 일그러진 흉가로 나오고 숙모는 알아볼 수 없는 모습으로 사진이 현상되자 밤중에 집을 수색하던 중 집사인 아푸를 만나 현실을 깨닫게 된다. 아푸는 알렉스에게 주술에 걸린 마야를 구할 인도 고서를 주고 쓰러지자 그녀는 아푸 역시 유령이었으며 이 집은 오래 방치된 흉가임을 확신하는데…,,,,,,,,,,,
2013,117257,카반호수의 비밀,액션, 모험, 코미디,드미트리 코롭킨,알렉스 스패로우, 엘비라 이브라기모바,가수로 성공할 꿈을 키우는 키릴은 군 공연에서 노래를 부르기 위해 무대에 오른다. 하지만 실수로 군에 입대하는 서류에 서명하고, 그 즉시 핵 잠수함으로 발령이 난다. 당황한 키릴은 입대하지 않기 위해 도망가지만 곧 사령관에게 잡히고, 7일의 유예기간을 갖게 된다. 우연히 비뇨기과 전문의 류바가 있는 천막으로 들어간 키릴은 정신이 이상한 크루스탈 요브와 이반을 만나게 되고, 이반은 오래된 지도의 반쪽을 보여주며 카잔의 보물 이야기를 해준다. 결국 정신 병동으로 다시 실려간 이반. 키릴은 그의 반쪽 지도를 손에 넣어 카잔으로 향한다.   카잔에 도착한 키릴은 보물이 있다는 카반호수로 향하고, 다이앤이라는 생태학자를 몰래 관찰하다 들켜 그들과 적대관계에 있던 굴나라와 함께 잡혀 반쪽 지도를 빼앗기고 만다. 가까스로 탈출한 키릴과 굴나라는 굴나라의 집에서 깨어나고, 아짐 할아버지와 굴나라의 동생 루스템을 만난다. 그녀에게 지도의 나머지 반쪽이 있다는 것을 알게 된 키릴은 자신을 정부의 특수 요원이라고 소개하며 힘을 합칠 것을 제안하고, 그들과 함께 본격적인 보물찾기에 나서는데…,,,,,,
2013,98544,카오스,스릴러,에티엔 포레이,이삭 드 번콜, 소니아 롤랜드, 니엘스 슈나이더,역사 선생님인 뱅상(이삭 드 번콜)은 아들과 피아니스트였던 아내 마리(소피아 롤랑)와 함께 전원 생활을 즐기기 위해 파리에서 프랑스 남부 소도시의 농장으로 이사 온다. 세계적인 피아니스트인 마리는 젊은 나이에 은퇴 하고 남편을 따라 농장으로 왔지만 이 결정이 그리 유쾌하지만은 않다.  이사온 날부터 치명적인 매력을 지닌 뱅상의 제자 티보(닐 슈나이더)가 뱅상 가족에게 접근하고, 꿈꾸던 전원의 삶과는 다른 생활에 우울해하던 마리는 유쾌하고 젊은 티보와 가까워진다. 그러나 그와 가까워질수록 그의 어두운 목적은 점점 드러나는데… 그에게 더 깊이 빠져들수록, 비극은 시작된다!,,,,,,,,,,,
2013,94136,카운슬러,스릴러, 범죄, 드라마,리들리 스콧,마이클 패스벤더, 페넬로페 크루즈, 카메론 디아즈,젊고 유능한 변호사 ‘카운슬러’(마이클 패스벤더)는  아름다운 약혼녀 로라(페넬로페 크루즈)에게 프로포즈하기 위해  최고급 다이아몬드 반지를 마련한다.   호화로운 삶에 빠진 타락한 사업가 라이너(하비에르 바르뎀)는  재정 위기에 몰린 카운슬러를 유혹해 쉽게 돈을 벌 수 있는 마약밀매 사업을 제안한다.   라이너가 소개한 미스터리한 마약 중개인 웨스트레이(브래드 피트)는 지독한 범죄세계에 발을 들여놓는 카운슬러에게 경고하고,  라이너의 치명적인 여자친구인 말키나(카메론 디아즈)는 그들 주변을 맴도는 가운데,  운반 중이던 거액의 마약이 사라지는 일이 벌어지는데…  올 가을, 그들의 위험한 거래가 시작된다!,,,,,,,,
2013,75384,카이츠,액션, 멜로/로맨스,아누락 바수,리틱 로샨, 바바라 모리,화려한 라스베가스 거리에서 가난에 허덕이는 댄스 학원 강사 제이(리틱 로샨)는 위장결혼과 이혼을 반복하며 살아가는 삼류인생이다. 어느 날 제이에게 찾아온 카지노 계 대부의 딸 지나와의 만남은 그의 인생을 한 순간에 바꿔놓는 계기가 된다. 하지만 제이가 처음으로 마음을 준 11번째 위장결혼 상대자이자 현재까지 법적으로 그의 아내 린다가 미래 처남의 약혼녀인 나타샤(바바라 모리)로 나타나 모든 것이 물거품이 될 위험에 처하게 된다. 이에 제이와 린다는 이혼을 위한 마지막 만남을 기약하지만 그들의 관계가 밝혀지면서 제이와 린다는 생명의 위협을 느끼며 두 연인은 도피 여행을 떠나게 되는데…,,,,,,,,,,,,,
2013,64578,카페,드라마,마크 얼바움,제니퍼 러브 휴이트, 다니엘 에릭 골드, 제이미 케네디,필라델피아 작은 카페에서 일하는 바리스타 클레어. 그녀는 언제나 따뜻하게 손님들을 맞고 덕분인지 마약밀매상, 취업준비생, 정체를 알 수 없는 작가, 컴퓨터 괴짜, 사랑을 찾는 커플 등 각양각색의 사람들이 카페에 들린다. 하지만 아름다운 그녀에게도 고민이 있는데, 바로 오랜 남자 친구와 자꾸 소원해지는 것이다. 클레어를 짝사랑하는 동료 토드는 그런 그녀가 걱정스럽기만 한데, 그리고 어느 날 클레어가 아무 연락도 없이 카페에 나타나지 않는다.   인생에서 진짜 행복은 무엇일까? 클레어와 이 카페를 찾는 각양각색 손님들의 꿈, 고민 그리고 사랑이 향기롭게 펼쳐진다.,,,,,,
2013,103387,칼과 꽃,드라마, 무협, 멜로/로맨스,김용수,엄태웅, 김옥빈, 김영철,고구려 영류왕의 딸 무영이 아버지를 죽인 연개소문의 서자 연충과 사랑에 빠진 뒤 복수와 사랑 사이에서 갈등하는 내용의 드라마,,,,,,,,,,,
2013,92526,캐치미,코미디, 멜로/로맨스,이현종,김아중, 주원,‘검거율 100%, 미제사건 제로’를 자랑하는 전문 프로파일러 이호태(주원 분) 경위. 하지만 이번에 그가 상대할 용의자는 만만치 않다. 전세계적으로 유명한 미술품을 훔친 윤진숙(김아중 분). 그녀는 완전범죄로 정평이 난 전설적인 대도다. 호태는 우연히 뺑소니 차량의 주인을 찾던 중 진숙의 소재를 알게 되고 그녀를 찾아간다. 거기까진 좋았다. 이 무슨 얄궂은 운명의 장난인가. 윤진숙은 다름아닌 10년 전 헤어졌던 이호태의 첫사랑이 아닌가.  ‘이숙자’라는 이름으로 기억하는 호태의 첫사랑 윤진숙. 10년 전 달콤한 키스만을 남긴 채 사라져버린 그녀. 그런데 다시 만난 그녀는, 이름부터 시작해 하나 둘 밝혀지는 숨겨진 비밀까지 호태는 점차 궁지에 몰리게 된다. 무면허 뺑소니는 그렇다 치고 조선 청화백자에 영국황실 다이아몬드까지 훔친 장본인이 바로 윤진숙이었던 것이다.  파헤치는 것이 직업인 그와 훔치는 게 직업인 그녀의 위험한 만남이 시작된다!,,,,,,,,,,,
2013,97696,캡틴 필립스,드라마,폴 그린그래스,톰 행크스, 바크하드 압디, 바크하드 압디라만,소말리아 인근 해상,  리차드 필립스 선장이 이끄는 화물선 앨라배마 호가 해적의 공격을 받는 사건이 발생한다.  필립스 선장은 순간의 기지로 해적들의 1차 공격을 막는데 성공하지만 해적들은 곧 앨라배마 호를 점령한다. 선원들을 대피시킨 채 홀로 해적들과 대치하는 필립스 선장.  숨막히는 경계와 팽팽한 심리전 속  필립스 선장은 19인 선원들을 대신하여 홀로 해적들의 인질이 되는데…!   바다 한가운데,  생존을 건 협상이 시작된다!,,,,,,,,,,,
2013,76438,컨빅션,드라마,토니 골드윈,힐러리 스웽크, 샘 록웰, 미니 드라이버,서로를 의지해 살아가던 ‘베티 앤’과 ‘케니’ 남매. 그러던 어느 날, ‘케니’는 억울한 누명을 쓴 채 종신형을 선고받고 교도소에 수감된다. ‘베티 앤’은 사랑하는 오빠를 감옥에서 구해내기 위해서 끊임없이 노력하지만 변호사들은 모두 끝난 사건이라고 말하며 사건 맡기를 거부한다. 점점 지쳐가는 오빠의 모습을 보고 있던 ‘베티 앤’은 자신이 변호사가 되어 오빠를 구해내기로 마음먹는다. 그렇지만 극복하기 힘든 냉혹한 현실과 자신의 곁을 떠나가는 가족들의 모습을 접하게 되면서 ‘베티 앤’은 자신의 삶에 좌절하고 지쳐가기 시작하는데...,,,,,,,,,,,,
2013,92823,컨저링,공포, 스릴러,제임스 완,베라 파미가, 패트릭 윌슨, 릴리 테일러,1971년 로드 아일랜드, 해리스빌. 페론 가족은 꿈에 그리던 새 집으로 이사를 간다. 물론 1863년에 그 집에서 일어난 끔찍한 살인 사건을 전혀 몰랐다. 또한 그 이후에 일어난 많은 무서운 사건에 대해서도 알지 못했다. 이 가족은 그 집에서 겪은 일이 너무 무서워서 한 마디라도 외부에 언급하는 것을 거절했었다. 지금까지는…  [스페셜 영상 1] 영화 속 숨겨진 뒷이야기 (00:08:02)    [스페셜 영상 2] 악마의 생활 (00:15:38) 유명한 귀신연구자와 초자연적인것의 전문가 로렌 워렌과 함께하는 여행, 그녀가 주최하는 묘지투어와 수천개의 위험한 유물들이 모여있는 악마의 집, 오컬트 셀러를 방문한다     [스페셜 영상 3] 공포와 대면 (00:06:37) 그들이 대략 십년 동안 악마의 영혼과 같이 살았던 불가사의한 농가에서 페론 가족들은 되돌아 왔고 그들은 그 기억을 떠올릴 때마다 그 공포를 다시 체험한다.,,,,,,,,,
2013,77671,컬러드 걸스,드라마,타일러 페리,자넷 잭슨, 탠디 뉴튼, 우피 골드버그,아동 보호를 위해 일하는 켈리는 어느 날 신고를 받고 가정폭력을 당하고 있는 크리스탈의 집을 찾지만 문전박대를 당한다. 알고 보니 옆 집에 사는 아이들의 보모인 길다가 대신 신고를 한 것이었다. 한편, 이들과 같은 건물에 사는 바텐더 탠지는 무분별한 성관계로 주위에서 매춘으로 오해를 산다. 탠지의 엄마가 사이비 종교에 빠져 사는 동안 탠지의 여동생 나일라는 원치 않는 임신 사실을 알게 된다. 이렇게 서로의 존재를 조금씩 알아가는 그녀들에게 누구에게도 말하지 않았던 흑인 여성으로서 삶의 아픔이 하나씩 드러나게 되는데…,,,,,,,,,,,,
2013,105559,컬투의 베란다쇼,,,컬투,사회의 이슈를 재미있게 전달하는 시사교양과 쇼가 결합된 프로그램.,,,,,,,,,,,,,,,
2013,97745,컴퍼니 유 킵,드라마, 스릴러,로버트 레드포드,로버트 레드포드, 샤이아 라보프,오랫동안 FBI의 지명수배로 쫓기던 샤론(수잔 서랜든)이 사건 발생 30년 만에 긴급 체포된다. 한편 뉴욕 주 조용한 지역에서 홀로 딸을 키우는 인권변호사 짐 그랜트(로버트 레드포드)를 지역지 기자인 벤 셰퍼드(샤이아 라보프)가 찾아온다. 특종으로 일생일대의 기회를 잡으려는 벤은 샤론의 살인사건의 공범으로 신분을 감추고 변호사로 살아오던 그랜트를 지목하고 가려졌던 그의 진짜 정체를 폭로한다. 그랜트는 자신의 어린 딸을 두고 전국적인 수배망을 피해 도주를 시작하고, FBI의 경고를 무시하고 그의 과거를 파헤치며 쫓던 셰퍼드는 그랜트의 도주에 의문을 갖게 된다. 그랜트를 향한 FBI의 포위망이 점점 좁혀지고 벤은 그랜트가 지난 30년간 숨겨왔던 충격적인 비밀들을 밝혀내는데….,,,,,,,,,,,,
2013,90956,컴플라이언스,스릴러, 드라마,크레이그 조벨,앤 도드, 팻 힐리, 드리마 워커,오전  불금의 패스트푸드점, 한 통의 전화가 모든 일상을 마비시킨다. 바로 매표소에 있는 금발의 소녀가 손님의 돈을 훔쳤다는 경찰의 전화인 것. 경찰은 다짜고짜 매니저 샌드라에게 소녀를 잡아둘 것을 명령한다.  오후 모든 일을 전화로 지시하는 경찰…샌드라는 베키의 옷을 벗기고 알몸수색을 감행한다. 그리고 동료 직원들과 매니저의 약혼자까지 그녀의 알몸수색에 동원되기 시작하고.. 단순한 보이스 피싱은 성폭력으로 변질되고… 과연, 범인을 찾을 수 있을까?,,,,,,,,,,
2013,88494,케이온,애니메이션,야마다 나오코,토요사키 아키, 히카사 요코, 사토 사토미,"여고생 밴드 ""방과 후 티 타임""의 다섯명의 밴드부 친구들은 학교 졸업여행으로 영국 런던으로 향한다.  비행기를 타는 것부터 도착해서 숙소에 짐을 풀고 식사하는 것까지 허둥지둥 모든게 말썽인데...   과연 이 좌충우돌 런던에서의 공연 여행기는 무사히 끝날 수 있을까?   [제18회 부천국제애니메이션페스티벌]",,,,,,,,,,,,,
2013,76042,코리올라누스: 세기의 라이벌,전쟁, 드라마, 스릴러,레이프 파인즈,레이프 파인즈, 제라드 버틀러, 바네사 레드그레이브,‘가이우스 마르티우스 코리올라누스’ 는 기원전 5세기경 로마 전설의 장군으로 로마가 볼스키족의 도시 ‘코리올리’를 공략하면서 보여준 그의 뛰어난 용맹 덕분에 지명에서 나온 ‘코리올라누스’라는 칭호를 얻게 된다. 하지만 그는 전쟁에서 큰 공을 세웠음에도 불구하고 집정관으로 임명되는 순간에 적 세력의 모함으로 인해 배신자로 낙인 찍히면서 쫓겨나게 되고 복수심에 불타는 그가 아우피디우스와 연합해 로마를 향한 복수의 칼날을 세우는데…,,,,,,,,,,,
2013,117553,코비:블루 엘리펀트의 전설,애니메이션,타위랍 스리우티윙스,위훈, 윤세웅, 곽윤상,서쪽나라 황제의 코끼리, 코비는 영원한 앙숙인 동쪽나라의 끊임없는 공격에 맞서기 위해 사랑하는 가족의 곁을 떠나 출전을 준비한다. 그러나 동쪽나라 주술사가 코비의 쌍둥이 아기코끼리를 납치한 소식을 듣게 되고, 코비는 모든 것을 걸고 가족을 구하기 위해 험난한 길을 떠난다.  과연 코비는 쌍둥이 아기코끼리와 서쪽나라 모두를 지킬 수 있을까?  용감한 아빠 코끼리 코비의 위대한 여정. 초특급 엘리펀트 어드벤처가 시작된다!,,,,,,,,,,,
2013,85703,코스모폴리스,드라마,데이비드 크로넨버그,로버트 패틴슨, 제이 바루첼, 줄리엣 비노쉬,천문학적인 돈을 주무르는 뉴욕의 최연소 거물 투자가 에릭 패커. 그의 하루는 뉴욕 도심의 초호화 리무진에서 시작 된다. 강박증에 시달리는 그에게 찾아오는 회계전문가, 투자전문가, 경제전문가, 큐레이터, 보디가드, 그리고 그의 부인은 에릭 패커가 가진 고민의 어떤 것도 해결해 주지 못한다. 한편 세계 공황에 뒤죽박죽이 되어버린 뉴욕 시민들은 에릭 패커를 문제의 근원이라 지목하는데……..  로버트 패틴슨&amp;데이비드 크로넨버그가 탄생시킨 걸작!  아무도 알지 못했던 하이클래스의 삶이 펼쳐진다!,,,,,,,,
2013,93749,코알라,드라마,김주환,박영서, 송유하, 박진주,창업을 위해 사표를 내던진 동빈(박영서)이 오디션만 200번째 도전 중인 종익(송유하)과 함께 오픈한 꿈의 가게 ‘버거 보이’! 여기에 시급 협상의 달인, 알바 소녀 우리(박진주)까지 합세한다.   성공에 대한 부푼 꿈을 안고 쏘맥 파티를 여는 세 청춘.  쏘맥 원 샷에 월 매출 200%! 투 샷에 스타 탄생! 쓰리 샷에 내 집 마련!   하지만, 승승장구 잘 풀릴것만 같았던 기대도 잠시… 텅 빈 가게, 치솟는 패티 가격, 신메뉴 실패, 심지어 가게 압류까지! 과연 이들의 파란만장 청춘 창업 도전기는 성공할 수 있을까?,,,,,,,,
2013,101259,코토우라 양,애니메이션,오오타 마사히코,카네모토 히사코, 후쿠시마 준, 하나자와 카나,전학생 코토우라 하루카는 겉보기엔 평범한 여고생이지만 사실은 사람의 마음을 읽을 수 있는 능력을 가지고 있다. 그 능력 탓에 어린 시절부터 괴로운 일을 당해 마음을 닫고 주위로부터 거리를 두게 되었지만 같은 반 옆자리가 된 마나베 요시히사와의 만남을 계기로 그의 엉큼한 망상에 휘둘리면서도 조금씩 마음을 열게 된다.,,,,,,,,,,,,,
2013,112620,코파반장의 동화수사대,드라마,,,동화나라 동화수사대가 동화의 행복한 결말에 의심을 품고 동화 이후의 이야기를 추리해나가는 드라마.,,,,,,,,,,,,,,,
2013,99384,콘돌은 날아간다,드라마,전수일,조재현, 배정화, 유연미,성당에서 성경공부를 하고 귀가하던 여중생 연미가 성폭행 후 살해당한 사고가 발생한다. 연미를 총애하던 박신부는 사망 당일 자신이 약속을 지키지 않아 사고를 당한 것이라는 죄책감으로 괴로워한다. 연미의 언니 수현을 찾아가 용서를 구하는 박신부. 수현은 그런 박신부를 외면하지만, 점차 그의 진심을 느끼게 되며 차츰 닫혔던 마음을 연다. 연미의 죽음에 대한 슬픔을 공유하던 두 사람은 그녀의 유골을 뿌리러 간 시골의 한 모텔에서 서로의 아픔을 달래주듯 육체적 교감을 나눈다. 그렇게 그들만의 치유가 지속되던 어느 날, 경찰로부터 범인이 잡혔다는 연락을 받게 된다. 경찰서로 향한 박신부와 수현은 범인으로 지목된 사람을 보고 헤어나올 수 없는 충격에 휩싸이게 되는데…,,,,,,,,,,,
2013,92545,콜드 워,액션, 범죄, 미스터리,써니 럭, 렁록만,곽부성, 양가휘, 유덕화,아시아 최고의 치안도시 홍콩에서 경찰 5명이 납치되는 전무후무한 충격적 사건이 벌어진다. 경무처장이 출장으로 자리를 비운 사이, 차기 처장의 유력한 후보로 지목되는 두 명의 부처장 (곽부성, 양가휘)은 경찰의 명예가 걸린 비공개 테러 진압작전 ‘콜드워’의 주도권을 놓고 첨예한 신경전을 벌인다. 사건의 실마리는커녕 용의자 조차 예측할 수 없는 최악의 상황이 되자 실리주의 야망가인 부처장 이문빈(양가휘)은 강직하고 냉철한 부처장 류걸휘(곽부성)에게 작전을 넘긴다.  작전 진행 중 테러범이 파놓은 함정에 빠져 속수무책으로 당하기만 하는 류걸휘(곽부성)는 내부 소행을 의심하기에 이른다. 실체를 알 수 없는 범인의 두뇌 게임에 경찰들이 희생되어 가는 가운데 부패방지국(ICAC)이 수사에 개입되며 홍콩경찰의 내분은 최고조에 다다르는데!  <무간도> 이후 10년, 홍콩 범죄액션 느와르가 부할한다!,,,,,,,
