4474,타임루프 물 좋아하는데 그 중에서 1등이라고 할 수 있음
4475,오랜만에 다시봤는데 결말을 알고 봐도 너무 먹먹하고 여운이 많이 남는다 인생영화
4476,단순 음악만 나오는 영화가 아닌 교훈까지 다 담긴 영화
4477,시간 죽이기용해진이 형때매 봄~~
4478,에휴 매력적인 배우들 모아놓고서 뭐하는거임?
4479,"영화도 짧고 킬링타임용으로 굿이네!! 그럭저럭 할일없을때 볼만함!! 단, 폐쇄공포증있는 사람은 좀 답답할듯."
4480,비행기테러의 영화는 항상 초중반이 지루하다 마지막에 포텐터지는거 알지 근데 이영화는 색달랐음 초반부터 갑자기 OOO 테러범... 그때부터 시작되는 엄청난 긴장감이 중후반까지 계속 이어지다가 마지막에 희생할려는 사람들때문에 눈물질질짜다가 마지막은 해피엔딩 난 개인적으로는 좋았음
4481,보는 동안 너무불편했던 영화인듯함물론 영화이지만 어짜피영화는 현실에 거울이기에 너무불쾌한영화인듯함 연기고 재미고가 눈에 들어오지않는영화넹
4482,마음을 울리는 정말 대단한 영화. 명작 중 명작.
4483,스토리의 부실함은 이제 어쩔 수 없다지만 3d 때문인가 브로리만큼의 박력이 없다.
4484,정말 감동적인 영화입니다박정민 팬 되었습니다 이병헌 윤여정 박정민 연기 최고입니다
4485,재밌다는 표현이 부족한듯 인간의 카타르시스를 건들이는 영화.
4486,다신 일본 멜론 안볼거야 ㅠ
4489,"각 인물들의 심리 묘사, 사건의 전개, 메타포가 전부 자연스럽게 영화에 녹아들었다. 영화관에서 봤을 당시 충격이었는데, 영화를 다시 볼 때마다 중력에 눌린듯 더 큰 충격으로 다가온다. 여러가지의 사랑과 믿음을 아름답게 시각화한 영화."
4490,심각하게 지능이 의심된다
4491,엄마추석선물로 끊어드렸는데 솔직히 너무비싸다그래도 엄마가 좋아하는 가수니 평점10준다
4492,너무너무 마음이 포근포근해 지는 영화이요
4493,그대가 왕이 될 상인 만담꾼인가?
4494,배우의 일상 그리고 그 안의 깊은 감동이 사람이 나쁜가 착한가 이 말이 거짓인가 진실인가
4495,지금은 한국 영화 이런 영화가 없어서 아쉽다
4496,얼굴 합 미쳤는데 영상미랑 줄거리도 재미이ㅛ음 너무 안 무겁게 풀어가는 것도 좋았음 시즌 3도 해주세뇨ㅠㅠㅠㅠ
4497,예고편이 산만해 보여서 미루다 뒤늦게 VOD로 봤는데 생각보다 스토리가 자꾸 궁금해지고 스케일도 엄청나서 오락용으로 좋았음
4498,나만 당할 순 없지 꼭 보세요!!!
4499,생각보다 괜찮은 영화였어요. 미씽 좋아하시는 분들은 한번 봐도 괜찮을 것 같아요. 오랜만에 아동 유괴를 소재로 하는 영화로 다들 연기력이 좋아서 몰입하면서 볼 수 있었습니다.
4500,"정말 날카롭고 재밌는 영화네요...그리고 이제부터 터널 지날 때 마다 ""아...""이럴 것 같네요...ㄷㄷ"
4501,왜 이영화를 지금에와서 본건지! 너무 감동적이면서가장인간 본연의 맘을 로봇으로 대신해서 잘만들어진 수작! 마지막엔딩 슬픔과 행복을 동시에 느끼게 하네요!
4502,재밌게 보고 갑니다 ~~
4503,11년 만에 다시봤는데내용이 기억이 안나서 또 끝까지 흥미진진하게 봄.장혁 발음 발성만 빼곤 완벽.
4504,기대하고 봤는데 기대보다 더 좋았댜 ??역시 믿고 보는 배우들 연기 쨩쨩쨩 !!!
4505,이이경 구두 닦는 장면에서 빵터짐.올만에 편안하게 웃으며 쉬다온 느낌.이이경 관심없었는데 연기력도 좋고매력있음을 느낌^^
4506,와 이런 쓰레기 같은 영화를 엄청 좋아들하네ㅎㄷㄷ하다 정말
4507,기묘한 이야기....
4508,이걸보는 시간이 진짜비상선언이네요
4509,너무 마음이 저려오는 영화..조하랑 엄마관계가 나랑 엄마 관계랑 너무 같아서 더 몰입했어요 난 엄마 그렇게 미워하지 못했거든요 볼때마다 감동적이고 짠하고 즐겁고 그래요감정소모가 큰 작품이라 자주는 못보지만 지금 또 보네요:)
4510,너무 재밌게봤는데 왜 평점이 낮은지 몰겠어요
4511,와… 내가 뭘 본거지..
